,singleSetAffix,affixName,affixDisplayName,affixTitle,affixId,levelRequirement,type,standardAffixEffectModifier,rerollChance,group,canRollOn,specificRerollChances,rollsOn,classSpecificity,tiers,titleType,t6Compatibility,affixProperties,rarityTier
574,False,Acolyte Level of Sacrifice,Level of Sacrifice,,574,30,0,0.5,0.86,6,[1],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Sacrifice', 'property': 88, 'specialTag': 1, 'tags': 140, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
575,False,Mage Level of Focus,Level of Focus,,575,22,0,0,0.86,5,[0],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 5, 'max': 8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 9, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 13, 'max': 16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 17, 'max': 20}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 21, 'max': 25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 30, 'max': 34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 35, 'max': 40}]}]",1,0,"[{'modDisplayName': 'Focus', 'property': 88, 'specialTag': 1, 'tags': 175, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Mana', 'property': 8, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
576,False,Acolyte Level of Aura Of Decay,Level of Aura Of Decay,,576,30,0,0,0.86,5,[22],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.03, 'max': 0.06}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.07, 'max': 0.11}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.12, 'max': 0.17}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.18, 'max': 0.23}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.24, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.4, 'max': 0.5}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.51, 'max': 0.6}]}]",1,0,"[{'modDisplayName': 'Aura Of Decay', 'property': 88, 'specialTag': 1, 'tags': 256, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Poison Resistance', 'property': 28, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
577,False,Acolyte Level of Hungering Souls,Level of Hungering Souls,,577,7,0,0,0.86,6,[0],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Hungering Souls', 'property': 88, 'specialTag': 1, 'tags': 153, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
578,False,Acolyte Level of Rip Blood,Level of Rip Blood,,578,4,0,0,0.86,6,[0],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Rip Blood', 'property': 88, 'specialTag': 1, 'tags': 137, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
579,False,Acolyte Level of Summon Wraith,Level of Summon Wraith,,579,25,0,0.5,0.86,6,[1],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Summon Wraith', 'property': 88, 'specialTag': 1, 'tags': 146, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
580,False,Acolyte Level of Summon Bone Golem,Level of Summon Bone Golem,,580,12,0,0,0.86,6,[0],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 10, 'max': 30}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 31, 'max': 80}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 81, 'max': 160}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 161, 'max': 320}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 321, 'max': 500}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 800, 'max': 1200}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 1201, 'max': 2000.0}]}]",1,0,"[{'modDisplayName': 'Summon Bone Golem', 'property': 88, 'specialTag': 1, 'tags': 157, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Armour', 'property': 10, 'specialTag': 0, 'tags': 8192, 'modifierType': 0, 'setProperty': 0}]",T1
581,False,Acolyte Level of Wandering Spirits,Level of Wandering Spirits,,581,4,0,0.5,0.86,6,[1],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Wandering Spirits', 'property': 88, 'specialTag': 1, 'tags': 152, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
582,False,Acolyte Level of Marrow Shards,Level of Marrow Shards,,582,4,0,0,0.86,6,[0],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Marrow Shards', 'property': 88, 'specialTag': 1, 'tags': 143, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
583,False,Acolyte Level of Transplant,Level of Transplant,,583,13,0,0,0.86,6,[22],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Transplant', 'property': 88, 'specialTag': 1, 'tags': 253, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
584,False,Mage Level of Flame Reave,Level of Flame Reave,,584,25,0,0.5,0.86,6,[1],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Flame Reave', 'property': 88, 'specialTag': 1, 'tags': 156, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Fire Damage', 'property': 0, 'specialTag': 0, 'tags': 8, 'modifierType': 1, 'setProperty': 0}]",T1
585,False,Primalist Level of Summon Storm Totem,Level of Summon Storm Totem,,585,25,0,0,0.86,6,[0],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Summon Storm Totem', 'property': 88, 'specialTag': 1, 'tags': 195, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Damage for Totems', 'property': 0, 'specialTag': 0, 'tags': 16384, 'modifierType': 1, 'setProperty': 0}]",T1
586,False,Acolyte Level of Soul Feast,Level of Soul Feast,,586,35,0,0.5,0.86,6,[1],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Soul Feast', 'property': 88, 'specialTag': 1, 'tags': 261, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Spell Damage', 'property': 0, 'specialTag': 0, 'tags': 256, 'modifierType': 1, 'setProperty': 0}]",T1
587,False,Mage Level of Snap Freeze,Level of Snap Freeze,,587,4,0,0,0.86,6,[22],[],0,4,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 5, 'max': 8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 9, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 13, 'max': 16}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 17, 'max': 20}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 21, 'max': 25}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 30, 'max': 34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 35, 'max': 40}]}]",1,0,"[{'modDisplayName': 'Snap Freeze', 'property': 88, 'specialTag': 1, 'tags': 166, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Mana', 'property': 8, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
588,False,Sentinel Level of Lunge,Level of Lunge,,588,4,0,0.5,0.86,6,[1],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.08, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.45}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.46, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.61, 'max': 0.9}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.06, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.21, 'max': 10.5}]}]",1,0,"[{'modDisplayName': 'Lunge', 'property': 88, 'specialTag': 1, 'tags': 154, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
589,False,Sentinel Level of Rebuke,Level of Rebuke,,589,7,0,0,0.86,6,[22],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.03, 'max': 0.05}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.06, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.15}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.16, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.21, 'max': 0.28}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.3, 'max': 0.34}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.35, 'max': 0.4}]}]",1,0,"[{'modDisplayName': 'Rebuke', 'property': 88, 'specialTag': 1, 'tags': 173, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Armour', 'property': 10, 'specialTag': 0, 'tags': 0, 'modifierType': 1, 'setProperty': 0}]",T1
590,False,Primalist Level of Summon Sabertooth,Level of Summon Sabertooth,,590,12,0,0,0.86,6,[22],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Summon Sabertooth', 'property': 88, 'specialTag': 1, 'tags': 167, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
591,False,Primalist Level of Summon Scorpion,Level of Summon Scorpion,,591,30,0,0,0.86,6,[22],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Summon Scorpion', 'property': 88, 'specialTag': 1, 'tags': 235, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Damage', 'property': 0, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
592,False,Sentinel Level of Ring Of Shields,Level of Ring Of Shields,,592,25,0,0,0.86,5,[0],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.1, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.61, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.81, 'max': 10.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 10.42, 'max': 10.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 10.61, 'max': 2}]}]",1,0,"[{'modDisplayName': 'Ring Of Shields', 'property': 88, 'specialTag': 1, 'tags': 172, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Minion Health', 'property': 7, 'specialTag': 0, 'tags': 8192, 'modifierType': 1, 'setProperty': 0}]",T1
594,False,Acolyte Level of Harvest,Level of Harvest,,594,6,0,0,0.86,6,[22],[],0,16,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Harvest', 'property': 88, 'specialTag': 1, 'tags': 185, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Melee Damage', 'property': 0, 'specialTag': 0, 'tags': 512, 'modifierType': 1, 'setProperty': 0}]",T1
595,False,Primalist Level of Eterra's Blessing,Level of Eterra's Blessing,,595,7,0,0.5,0.86,5,[1],[],0,2,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 8, 'max': 12}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 13, 'max': 18}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 19, 'max': 24}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 25, 'max': 30}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 31, 'max': 38}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 45, 'max': 51}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 52, 'max': 60}]}]",1,0,"[{'modDisplayName': ""Eterra's Blessing"", 'property': 88, 'specialTag': 1, 'tags': 194, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Mana', 'property': 8, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
596,False,Sentinel Level of Judgement,Level of Judgement,,596,50,0,0,0.86,6,[22],[],0,8,"[{'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.05, 'max': 0.1}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.11, 'max': 0.2}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.21, 'max': 0.3}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 1, 'max': 1}, {'min': 0.31, 'max': 0.4}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 2, 'max': 2}, {'min': 0.41, 'max': 0.6}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 3, 'max': 3}, {'min': 0.71, 'max': 0.8}]}, {'tierName': None, 'requiredLevel': 0, 'rolls': [{'min': 4, 'max': 4}, {'min': 0.81, 'max': 1}]}]",1,0,"[{'modDisplayName': 'Judgement', 'property': 88, 'specialTag': 1, 'tags': 197, 'modifierType': 0, 'setProperty': 0}, {'modDisplayName': 'Increased Healing Effectiveness', 'property': 44, 'specialTag': 0, 'tags': 0, 'modifierType': 0, 'setProperty': 0}]",T1
