,Unnamed: 0,baseTypeName,baseTypeId,maxAffixes,affixEffectModifier,size,type,isWeapon,maxSockets,minimumDropLevel,rerollChance,subTypeClassSpecificity,classAffinity,affinityRerollChance,usePerClassIncompatibilityDropLists,perClassIncompatibilityDropLists,displayName,subTypeId,levelRequirement,cannotDrop,itemTags,implicits,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
42,42,Helmets,0,4,0.0,"{'x': 2, 'y': 2}",0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Verdant Hood,44,24,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 16, 'implicitMaxValue': 16}, {'property': 0, 'specialTag': 0, 'tags': 4096, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.24}]",0.0,1.0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,Helmets,0,4,0.0,"{'x': 2, 'y': 2}",0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Desert Mask,45,32,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 32, 'implicitMaxValue': 32}, {'property': 11, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.24}]",0.0,1.0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,Helmets,0,4,0.0,"{'x': 2, 'y': 2}",0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Dusk Hood,46,38,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 26, 'implicitMaxValue': 26}, {'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 14, 'implicitMaxValue': 32}]",0.0,1.0,16,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,Helmets,0,4,0.0,"{'x': 2, 'y': 2}",0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Kelthan Mask,47,53,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 46, 'implicitMaxValue': 46}, {'property': 28, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.18, 'implicitMaxValue': 0.36}]",0.0,1.0,16,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,Helmets,0,4,0.0,"{'x': 2, 'y': 2}",0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Blood Cowl,48,57,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 86, 'implicitMaxValue': 86}, {'property': 51, 'specialTag': 1, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,16,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,Helmets,0,4,0.0,"{'x': 2, 'y': 2}",0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Scalebane Grimace,49,63,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 94, 'implicitMaxValue': 94}, {'property': 0, 'specialTag': 0, 'tags': 4096, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.5}]",0.0,1.0,16,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,Helmets,0,4,0.0,"{'x': 2, 'y': 2}",0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Umbral Visage,50,70,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 78, 'implicitMaxValue': 78}, {'property': 5, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.25}]",0.0,1.0,16,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Refuge Armor,0,0,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 20, 'implicitMaxValue': 20}]",0.0,1.0,0,0,0,The Falcon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 45, 'property': 11, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '15% increased movement speed if you have hit an enemy in the last 5 seconds', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]", May the dying breaths of your enemies put air beneath your wings,IIwBhrB2cg.png,True,,,,,,,,,,,,,,,
50,50,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Leather Coat,1,5,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 25, 'implicitMaxValue': 25}]",0.0,1.0,0,0,1,Doublet of Onos Tull,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.4, 'property': 1, 'specialTag': 2, 'tags': 8192, 'type': 0, 'hideStatMod': 1}, {'value': 1, 'property': 42, 'specialTag': 2, 'tags': 8192, 'type': 0, 'hideStatMod': 1}, {'value': 60, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': 'Minions have +40% Chance to Bleed on Hit', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Minions have 100% Increased Bleed Duration', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","The horns of the Immortal Empire fill the hearts of the living with fear, and the bones of the dead with glory",IIwBhvB2cg.png,True,Prism Wraps,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': -0.3, 'property': 6, 'specialTag': 0, 'tags': 128, 'type': 2, 'hideStatMod': 0}, {'value': 0.3, 'property': 0, 'specialTag': 0, 'tags': 128, 'type': 1, 'hideStatMod': 0}, {'value': 3, 'property': 51, 'specialTag': 2, 'tags': 128, 'type': 0, 'hideStatMod': 0}]",[],"the elements shift like light through a prism, if you control the prism you control the elements",IIwBhvB2ECYg.png,True
51,51,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Iron Armor,2,15,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 50, 'implicitMaxValue': 50}]",0.0,1.0,0,0,2,Urzil's Pride,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 25, 'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 9, 'property': 19, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '2% increased mana regeneration per 100 points of armour', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Strength of mind and strength of body are a potent combination,IIwBhpAmB2cg.png,True,,,,,,,,,,,,,,,
52,52,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Noble Raiment,3,23,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 32, 'implicitMaxValue': 32}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 2, 'implicitMaxValue': 7}]",0.0,1.0,0,0,8,Exsanguinous,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.2, 'property': 2, 'specialTag': 0, 'tags': 65536, 'type': 1, 'hideStatMod': 1}, {'value': 0.2, 'property': 3, 'specialTag': 0, 'tags': 65536, 'type': 1, 'hideStatMod': 1}, {'value': 0.2, 'property': 9, 'specialTag': 0, 'tags': 65536, 'type': 1, 'hideStatMod': 1}]","[{'description': 'You lose 20% of your current health per second', 'altText': 'This is not affected by increases and reductions to health drain effects', 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Gain 20% of your missing health as ward per second', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': '20% increased attack speed, cast speed, and movement speed if you have used a potion in the past 4 seconds', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Immunity to Bleed at low health', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Crazed is the mind of a blood starved Lich,IIwBhpBmB2cg.png,True,,,,,,,,,,,,,,,
53,53,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Banded Armor,4,27,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 85, 'implicitMaxValue': 85}]",0.0,1.0,0,0,4,Yrun's Wisdom,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 65, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '+30 melee cold damage when above 65% health', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': '30% of melee damage leeched as health when below 65% health', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","Yrun was wise in battle, but not in his betrayal of Heorot.",IIwBhpAWB2cg.png,True,,,,,,,,,,,,,,,
54,54,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Copper Plate,5,41,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 114, 'implicitMaxValue': 114}, {'property': 15, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.14}]",0.0,1.0,0,0,5,Titan Heart,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 50, 'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': -1, 'property': 17, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 1}, {'value': -0.1, 'property': 6, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 0}, {'value': 0.3, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]","[{'description': 'You do not regenerate health', 'altText': 'You can still regain health through methods other than health regen', 'setPart': 0, 'setItemRequirement': 0}]","Heart of stone, blood of gravel",IIwBhpBWB2cg.png,True,,,,,,,,,,,,,,,
55,55,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Gladiator Armor,6,60,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 220, 'implicitMaxValue': 220}]",0.0,1.0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Forest Garb,7,35,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 74, 'implicitMaxValue': 74}, {'property': 44, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,7,Valeroot,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.4, 'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 85, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '10% chance to summon a Vale Spirit when you cast a Physical or Buff Spell', 'altText': 'Vale spritis are immortal spell casting minions that last for 15 seconds', 'setPart': 0, 'setItemRequirement': 0}]",The roots of Eterra grow through stone and flesh and time,IIwBhpB2TyA.png,True,,,,,,,,,,,,,,,
57,57,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Outcast Rags,8,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 17, 'implicitMaxValue': 17}]",0.0,1.0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Witch Robes,9,5,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 7, 'implicitMaxValue': 7}, {'property': 3, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.12}]",0.0,1.0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Heretic Armor,10,14,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 47, 'implicitMaxValue': 47}]",0.0,1.0,8,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Coven Robes,11,31,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 39, 'implicitMaxValue': 39}, {'property': 0, 'specialTag': 0, 'tags': 256, 'type': 1, 'implicitValue': 0.15, 'implicitMaxValue': 0.4}]",0.0,1.0,8,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Ribbed Cuirass,12,46,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 109, 'implicitMaxValue': 109}, {'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 15, 'implicitMaxValue': 33}]",0.0,1.0,8,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Burial Plate,13,61,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 163, 'implicitMaxValue': 163}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,8,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Profane Armor,14,64,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 149, 'implicitMaxValue': 149}, {'property': 51, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,8,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Immortal Plate,15,66,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 179, 'implicitMaxValue': 179}, {'property': 75, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.11, 'implicitMaxValue': 0.15}]",0.0,1.0,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Traveling Coat,16,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 24, 'implicitMaxValue': 24}]",0.0,1.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Adept Robes,17,8,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 30}, {'property': 0, 'specialTag': 0, 'tags': 256, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.15}]",0.0,1.0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Temple Garb,18,19,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 35, 'implicitMaxValue': 35}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.25}]",0.0,1.0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Opulent Coat,19,25,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 60}]",0.0,1.0,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Arcanist Robes,20,40,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 90, 'implicitMaxValue': 90}, {'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 25}]",0.0,1.0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Elder Raiment,21,62,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 85, 'implicitMaxValue': 85}, {'property': 67, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.75, 'implicitMaxValue': 20.75}]",0.0,1.0,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Battlemage Robes,22,65,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 190, 'implicitMaxValue': 190}, {'property': 16, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Archmage Robes,23,70,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 180, 'implicitMaxValue': 180}, {'property': 99, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.4}]",0.0,1.0,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Hide Armor,24,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 20, 'implicitMaxValue': 20}]",0.0,1.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Wooden Armor,25,4,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 24, 'implicitMaxValue': 24}]",0.0,1.0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Leather Armor,26,16,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 50, 'implicitMaxValue': 50}]",0.0,1.0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Rowan Armor,27,30,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 78, 'implicitMaxValue': 78}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.3}]",0.0,1.0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Nomad Garb,28,40,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 120, 'implicitMaxValue': 120}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.14, 'implicitMaxValue': 0.28}]",0.0,1.0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Oak Armor,29,58,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 180, 'implicitMaxValue': 180}, {'property': 28, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.32, 'implicitMaxValue': 0.42}]",0.0,1.0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Wild Armor,30,67,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 156, 'implicitMaxValue': 156}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.1}]",0.0,1.0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Heoborean Armor,31,67,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 164, 'implicitMaxValue': 164}, {'property': 64, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.34, 'implicitMaxValue': 0.44}]",0.0,1.0,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Worn Plate,32,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 45, 'implicitMaxValue': 45}]",0.0,1.0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Iron Cuirass,33,5,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 60}]",0.0,1.0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Solar Plate,34,13,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 100, 'implicitMaxValue': 100}, {'property': 13, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.1}]",0.0,1.0,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Full Plate,35,28,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 145, 'implicitMaxValue': 145}]",0.0,1.0,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,Body Armor,1,4,0.5,"{'x': 2, 'y': 3}",1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Bronze Cuirass,36,42,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 115, 'implicitMaxValue': 115}, {'property': 15, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.15}]",0.0,1.0,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
