,displayName,subTypeId,levelRequirement,cannotDrop,itemTags,implicits,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
54,Copper Plate,5,41,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 114, 'implicitMaxValue': 114}, {'property': 15, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.14}]",0.0,1.0,0,0,5,Titan Heart,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 50, 'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': -1, 'property': 17, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 1}, {'value': -0.1, 'property': 6, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 0}, {'value': 0.3, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]","[{'description': 'You do not regenerate health', 'altText': 'You can still regain health through methods other than health regen', 'setPart': 0, 'setItemRequirement': 0}]","Heart of stone, blood of gravel",IIwBhpBWB2cg.png,True,,,,,,,,,,,,,,,
55,Gladiator Armor,6,60,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 220, 'implicitMaxValue': 220}]",0.0,1.0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Forest Garb,7,35,1,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 74, 'implicitMaxValue': 74}, {'property': 44, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.6}]",0.0,1.0,0,0,7,Valeroot,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.4, 'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 85, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '10% chance to summon a Vale Spirit when you cast a Physical or Buff Spell', 'altText': 'Vale spritis are immortal spell casting minions that last for 15 seconds', 'setPart': 0, 'setItemRequirement': 0}]",The roots of Eterra grow through stone and flesh and time,IIwBhpB2TyA.png,True,,,,,,,,,,,,,,,
57,Outcast Rags,8,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 17, 'implicitMaxValue': 17}]",0.0,1.0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Witch Robes,9,5,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 7, 'implicitMaxValue': 7}, {'property': 3, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.12}]",0.0,1.0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Heretic Armor,10,14,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 47, 'implicitMaxValue': 47}]",0.0,1.0,8,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Coven Robes,11,31,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 39, 'implicitMaxValue': 39}, {'property': 0, 'specialTag': 0, 'tags': 256, 'type': 1, 'implicitValue': 0.15, 'implicitMaxValue': 0.4}]",0.0,1.0,8,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Ribbed Cuirass,12,46,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 109, 'implicitMaxValue': 109}, {'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 15, 'implicitMaxValue': 33}]",0.0,1.0,8,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Burial Plate,13,61,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 163, 'implicitMaxValue': 163}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,8,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Profane Armor,14,64,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 149, 'implicitMaxValue': 149}, {'property': 51, 'specialTag': 0, 'tags': 256, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,8,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Immortal Plate,15,66,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 179, 'implicitMaxValue': 179}, {'property': 75, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.11, 'implicitMaxValue': 0.15}]",0.0,1.0,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Traveling Coat,16,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 24, 'implicitMaxValue': 24}]",0.0,1.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Adept Robes,17,8,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 30}, {'property': 0, 'specialTag': 0, 'tags': 256, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.15}]",0.0,1.0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Temple Garb,18,19,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 35, 'implicitMaxValue': 35}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.25}]",0.0,1.0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Opulent Coat,19,25,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 60}]",0.0,1.0,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Arcanist Robes,20,40,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 90, 'implicitMaxValue': 90}, {'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 25}]",0.0,1.0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Elder Raiment,21,62,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 85, 'implicitMaxValue': 85}, {'property': 67, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.75, 'implicitMaxValue': 20.75}]",0.0,1.0,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Battlemage Robes,22,65,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 190, 'implicitMaxValue': 190}, {'property': 16, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}]",0.0,1.0,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Archmage Robes,23,70,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 180, 'implicitMaxValue': 180}, {'property': 99, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.2, 'implicitMaxValue': 0.4}]",0.0,1.0,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Hide Armor,24,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 20, 'implicitMaxValue': 20}]",0.0,1.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Wooden Armor,25,4,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 24, 'implicitMaxValue': 24}]",0.0,1.0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Leather Armor,26,16,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 50, 'implicitMaxValue': 50}]",0.0,1.0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Rowan Armor,27,30,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 78, 'implicitMaxValue': 78}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.3}]",0.0,1.0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Nomad Garb,28,40,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 120, 'implicitMaxValue': 120}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.14, 'implicitMaxValue': 0.28}]",0.0,1.0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Oak Armor,29,58,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 180, 'implicitMaxValue': 180}, {'property': 28, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.32, 'implicitMaxValue': 0.42}]",0.0,1.0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Wild Armor,30,67,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 156, 'implicitMaxValue': 156}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.05, 'implicitMaxValue': 0.1}]",0.0,1.0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Heoborean Armor,31,67,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 164, 'implicitMaxValue': 164}, {'property': 64, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.34, 'implicitMaxValue': 0.44}]",0.0,1.0,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Worn Plate,32,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 45, 'implicitMaxValue': 45}]",0.0,1.0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Iron Cuirass,33,5,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 60, 'implicitMaxValue': 60}]",0.0,1.0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Solar Plate,34,13,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 100, 'implicitMaxValue': 100}, {'property': 13, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.05, 'implicitMaxValue': 0.1}]",0.0,1.0,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Full Plate,35,28,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 145, 'implicitMaxValue': 145}]",0.0,1.0,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Bronze Cuirass,36,42,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 115, 'implicitMaxValue': 115}, {'property': 15, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.15}]",0.0,1.0,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Myrmidon Plate,37,60,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 240, 'implicitMaxValue': 240}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.2, 'implicitMaxValue': 0.5}]",0.0,1.0,4,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Dawn Plate,38,68,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 400, 'implicitMaxValue': 400}]",0.0,1.0,4,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Solarum Plate,39,70,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 350, 'implicitMaxValue': 350}, {'property': 89, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.35}]",0.0,1.0,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Augury Plate,40,65,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 280, 'implicitMaxValue': 280}, {'property': 18, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.07, 'implicitMaxValue': 0.11}]",0.0,1.0,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Celestial Robes,41,72,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 170, 'implicitMaxValue': 170}, {'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 3, 'implicitMaxValue': 9}]",0.0,1.0,2,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Shamanic Garb,42,64,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 172, 'implicitMaxValue': 172}, {'property': 0, 'specialTag': 0, 'tags': 8192, 'type': 1, 'implicitValue': 0.3, 'implicitMaxValue': 0.6}]",0.0,1.0,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Cloth Armour,43,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 16, 'implicitMaxValue': 16}]",0.0,1.0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Leather Hauberk,44,4,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 38, 'implicitMaxValue': 38}]",0.0,1.0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Padded Armour,45,14,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 18, 'implicitMaxValue': 18}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.12, 'implicitMaxValue': 0.22}]",0.0,1.0,16,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Hunting Garb,46,24,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 30}, {'property': 11, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.26}]",0.0,1.0,16,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Boiled Leather,47,32,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 72, 'implicitMaxValue': 72}, {'property': 15, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.12, 'implicitMaxValue': 0.24}]",0.0,1.0,16,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Mercenary Leather,48,48,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 84, 'implicitMaxValue': 84}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.24, 'implicitMaxValue': 0.44}]",0.0,1.0,16,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Brigandine Armour,49,58,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 136, 'implicitMaxValue': 136}, {'property': 11, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.18, 'implicitMaxValue': 0.36}]",0.0,1.0,16,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Scalebane Armour,50,66,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 190, 'implicitMaxValue': 190}, {'property': 28, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.31, 'implicitMaxValue': 0.43}]",0.0,1.0,16,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Crimson Garb,51,70,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 160, 'implicitMaxValue': 160}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.3, 'implicitMaxValue': 0.63}]",0.0,1.0,16,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Sash,0,0,0,0,"[{'property': 49, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 3, 'implicitMaxValue': 3}]",0.0,1.0,0,0,0,Vipertail,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.5, 'property': 1, 'specialTag': 7, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 0.5, 'property': 1, 'specialTag': 6, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 0.05, 'property': 2, 'specialTag': 0, 'tags': 512, 'type': 1, 'hideStatMod': 0}, {'value': 0.45, 'property': 11, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]",[],The bite of the viper brings lethargy and death,IIwBhCYxB2FiA.png,False,,,,,,,,,,,,,,,
102,Leather Belt,1,14,0,0,"[{'property': 49, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 4, 'implicitMaxValue': 4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Plated Belt,2,19,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 50, 'implicitMaxValue': 100}, {'property': 49, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 3, 'implicitMaxValue': 3}]",0.0,1.0,0,0,0,Isadora's Tomb Binding,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{'value': 200, 'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 0.15, 'property': 3, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}, {'value': 0.5, 'property': 17, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]","[{'description': '80% increased necrotic damage if you have been hit recently', 'altText': 'recently refers to the past 4 seconds', 'setPart': 1, 'setItemRequirement': 2}, {'description': '+30% mana efficiency with necrotic abilities', 'altText': None, 'setPart': 1, 'setItemRequirement': 3}]","'""...with a stake they slew her, and with silver they bound her...""'",IIwBhCY3AOFiA.png,True,,,,,,,,,,,,,,,
104,Bronze Belt,4,44,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 50, 'implicitMaxValue': 100}, {'property': 49, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 4, 'implicitMaxValue': 4}]",0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Ranger's Belt,5,60,0,0,"[{'property': 49, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 5, 'implicitMaxValue': 5}]",0.0,1.0,0,0,0,Ward Trail,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 80, 'property': 11, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 0.1, 'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]","[{'description': 'Gain 20 ward on dodge', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","Many things are fickle, few more so than life itself",IIwBhCYwVgdhYg.png,True,,,,,,,,,,,,,,,
106,Noble Sash,6,32,0,0,"[{'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 5, 'implicitMaxValue': 20}, {'property': 49, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 3, 'implicitMaxValue': 3}]",0.0,1.0,0,0,1,Chains of Uleros,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.12, 'property': 0, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}, {'value': 0.25, 'property': 91, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}, {'value': 40, 'property': 27, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': -0.24, 'property': 71, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 1}, {'value': 1, 'property': 90, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 1}]","[{'description': '24% reduced duration of stuns on you', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Your potions grant ward instead of health', 'altText': '100% of the health you would gain on potion use is gained as ward instead', 'setPart': 0, 'setItemRequirement': 0}]",Tether yourself to this mortal realm,IIwBhCYwNgdhYg.png,True,,,,,,,,,,,,,,,
107,Leather Boots,0,0,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 5, 'implicitMaxValue': 5}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.04, 'implicitMaxValue': 0.07}]",0.0,1.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Refuge Boots,1,8,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 15, 'implicitMaxValue': 15}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.07, 'implicitMaxValue': 0.09}]",0.0,1.0,0,0,2,Mourningfrost,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': -0.1, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 0}, {'value': 0.15, 'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]","[{'description': '+1 cold damage to attacks and spells per point of dexterity', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': '1% increased damage taken per point of dexterity', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","Spread ice with every step, like frost before sunrise",IIwBhGY2B2FiA.png,True,,,,,,,,,,,,,,,
109,Iron Greaves,2,16,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 35, 'implicitMaxValue': 35}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.07, 'implicitMaxValue': 0.09}]",0.0,1.0,0,0,3,Stormtide,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.3, 'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}, {'value': 10.2, 'property': 1, 'specialTag': 5, 'tags': 2, 'type': 0, 'hideStatMod': 0}, {'value': 20.6, 'property': 43, 'specialTag': 5, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': 'You are shocked for 4 seconds when you stop moving', 'altText': '\nDoes not shock you if you are already shocked\nYour shock effectiveness does not apply to this shock', 'setPart': 0, 'setItemRequirement': 0}]","Rest was a sin among the messenger priests of Lagon, and these boots would punish the wearer accordingly.",IIwBhGYwJgdhYg.png,False,,,,,,,,,,,,,,,
110,Outcast Boots,3,23,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 20, 'implicitMaxValue': 20}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.12}, {'property': 11, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}]",0.0,1.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Brigandine Boots,4,30,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 53, 'implicitMaxValue': 53}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.13, 'implicitMaxValue': 0.15}]",0.0,1.0,0,0,5,Eterra's Path,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.2, 'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 1}, {'value': 0.2, 'property': 9, 'specialTag': 0, 'tags': 8192, 'type': 1, 'hideStatMod': 1}, {'value': 0.8, 'property': 44, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 1}, {'value': 0.8, 'property': 44, 'specialTag': 0, 'tags': 8192, 'type': 0, 'hideStatMod': 1}, {'value': 40, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': 'You and your minions have 20% increased movement speed', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'You and your minions have 80% increased healing effectiveness', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Every second if you are moving you have a 20% chance to cast summon vine or entangling roots', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Life grows in your footsteps,IIwBhGYwFgdhYg.png,True,,,,,,,,,,,,,,,
112,Heoborean Boots,5,45,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 30}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.15, 'implicitMaxValue': 0.18}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.4}]",0.0,1.0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Solarum Greaves,6,67,0,0,"[{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 90, 'implicitMaxValue': 90}, {'property': 9, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.15, 'implicitMaxValue': 0.18}, {'property': 13, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.3, 'implicitMaxValue': 0.45}]",0.0,1.0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
